5_Kacem;1;0.3958144187927246;7690;254;1;11;True
5_Kacem;1;0.31290197372436523;6490;211;1;11;True
5_Kacem;1;0.027513742446899414;505;25;0;11;True
5_Kacem;1;0.024996519088745117;445;22;0;11;True
5_Kacem;1;1.282547950744629;20139;349;3;11;True
5_Kacem;1;0.5364513397216797;9705;272;2;11;True
5_Kacem;1;0.080596923828125;1425;71;0;11;True
5_Kacem;1;0.07658934593200684;1545;77;0;11;True
5_Kacem;1;0.07558679580688477;1525;76;0;11;True
5_Kacem;1;0.24430179595947266;5110;182;1;11;True
5_Kacem;1;0.09370899200439453;1825;91;0;11;True
5_Kacem;1;0.2666280269622803;5290;177;1;11;True
5_Kacem;1;0.06406617164611816;1285;64;0;11;True
5_Kacem;1;0.1906280517578125;3770;142;1;11;True
5_Kacem;1;0.04343843460083008;785;39;0;11;True
5_Kacem;1;0.3295881748199463;6690;255;1;11;True
5_Kacem;1;0.2582828998565674;5290;171;1;11;True
5_Kacem;1;0.26314568519592285;5170;199;1;11;True
5_Kacem;1;0.22218084335327148;4630;172;1;11;True
5_Kacem;1;0.2201368808746338;3890;139;1;11;True
5_Kacem;1;0.17680811882019043;3405;170;0;11;True
5_Kacem;1;0.6808509826660156;12405;299;2;11;True
5_Kacem;1;0.5333728790283203;9725;237;2;11;True
5_Kacem;1;0.553656816482544;9805;240;2;11;True
5_Kacem;1;0.05055117607116699;805;40;0;11;True
5_Kacem;1;0.02250528335571289;385;19;0;11;True
5_Kacem;1;0.5985491275787354;11065;311;2;11;True
5_Kacem;1;0.04413485527038574;685;34;0;11;True
5_Kacem;1;0.34180378913879395;6930;250;1;11;True
5_Kacem;1;0.5967302322387695;10385;300;2;11;True
5_Kacem;1;0.6316211223602295;11105;272;2;11;False
5_Kacem;1;0.02362537384033203;425;21;0;11;False
5_Kacem;1;0.11517906188964844;2425;121;0;11;False
5_Kacem;1;0.2757425308227539;5490;206;1;11;False
5_Kacem;1;0.11805009841918945;1525;76;0;11;False
5_Kacem;1;0.04978823661804199;745;37;0;11;False
5_Kacem;1;0.11470627784729004;2425;121;0;11;False
5_Kacem;1;0.3853421211242676;7350;238;1;11;False
5_Kacem;1;0.29857778549194336;5710;188;1;11;False
5_Kacem;1;0.07346248626708984;1445;72;0;11;False
5_Kacem;1;0.2496349811553955;4790;158;1;11;False
5_Kacem;1;0.052042484283447266;665;33;0;11;False
5_Kacem;1;0.38678884506225586;7710;269;1;11;False
5_Kacem;1;0.29656076431274414;5750;231;1;11;False
5_Kacem;1;0.2599914073944092;4770;164;1;11;False
5_Kacem;1;0.3192157745361328;6670;246;1;11;False
5_Kacem;1;0.6928834915161133;11545;266;2;11;False
5_Kacem;1;0.04654073715209961;845;42;0;11;False
5_Kacem;1;0.2755582332611084;5710;192;1;11;False
5_Kacem;1;0.20286941528320312;3790;142;1;11;False
5_Kacem;1;0.06870293617248535;1065;53;0;11;False
5_Kacem;1;0.6191542148590088;10865;318;2;11;False
5_Kacem;1;0.026734352111816406;425;21;0;11;False
5_Kacem;1;0.5232949256896973;9405;250;2;11;False
5_Kacem;1;0.1189887523651123;2565;128;0;11;False
5_Kacem;1;0.2579038143157959;5030;194;1;11;False
5_Kacem;1;0.2672083377838135;4790;159;1;11;False
5_Kacem;1;0.21982836723327637;4350;151;1;11;False
5_Kacem;1;0.06204700469970703;1105;55;0;11;False
5_Kacem;1;0.026994705200195312;485;24;0;11;False
6_Fattahi;10;0.057586669921875;905;45;0;516;True
6_Fattahi;10;0.02003645896911621;145;7;0;516;True
6_Fattahi;10;0.03500247001647949;445;22;0;516;True
6_Fattahi;10;0.019585371017456055;85;4;0;516;True
6_Fattahi;10;0.021001815795898438;165;8;0;516;True
6_Fattahi;10;0.07563543319702148;1205;60;0;516;True
6_Fattahi;10;0.015034198760986328;45;2;0;516;True
6_Fattahi;10;0.07105827331542969;1105;55;0;516;True
6_Fattahi;10;0.017551660537719727;65;3;0;516;True
6_Fattahi;10;0.040964603424072266;505;25;0;516;True
6_Fattahi;10;0.049585580825805664;725;36;0;516;True
6_Fattahi;10;0.021033763885498047;165;8;0;516;True
6_Fattahi;10;0.017999649047851562;85;4;0;516;True
6_Fattahi;10;0.10057497024536133;1805;90;0;516;True
6_Fattahi;10;0.03908658027648926;545;27;0;516;True
6_Fattahi;10;0.05058789253234863;785;39;0;516;True
6_Fattahi;10;0.03729963302612305;465;23;0;516;True
6_Fattahi;10;0.042536020278930664;585;29;0;516;True
6_Fattahi;10;0.06808018684387207;1125;56;0;516;True
6_Fattahi;10;0.03154611587524414;345;17;0;516;True
6_Fattahi;10;0.07759594917297363;1285;64;0;516;True
6_Fattahi;10;0.0650331974029541;1065;53;0;516;True
6_Fattahi;10;0.017079591751098633;45;2;0;516;True
6_Fattahi;10;0.023169517517089844;205;10;0;516;True
6_Fattahi;10;0.07708621025085449;1265;63;0;516;True
6_Fattahi;10;0.06565570831298828;1085;54;0;516;True
6_Fattahi;10;0.03105950355529785;345;17;0;516;True
6_Fattahi;10;0.08154821395874023;1365;68;0;516;True
